0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
0,27,0,0,10,17,17,0,0,0,20,18,0,0,0,0,0,0,20,21,5,0,0,22,1,0,12,19,23,25,17,29,20,21,19,25,24,18,0,0,0,23,22,0,0,0,2,0,0,0,19,16,18,23,20,1,0,22,17,20,14,0,0,23,20,20,16,3,0,0,0,12,22,0,0,7,0,0,24,14,2,14,19,19,25,20,25,6,0,15,26,0,0,12,22,1,23,18,25,12,21,0,0,0,0,20,18,19,20,0,0,0,0,0,16,23,21,16,19,21,18,17,12,28,0,1,0,0,22,22,22,19,14,14,21,0,22,19,24,35,20,0,0,0
0,15,12,1,17,15,16,26,17,0,0,1,0,0,0,27,1,15,25,21,20,19,0,0,0,20,17,0,0,20,19,0,14,22,13,24,23,0,0,0,12,0,0,0,28,11,4,0,0,0,0,0,0,13,0,0,0,0,20,29,14,24,0,13,24,0,0,0,0,17,0,0,0,9,0,26,22,22,0,0,0,20,20,10,0,0,0,0,21,4,0,12,27,17,1,0,0,0,0,0,0,0,0,17,11,0,13,15,13,16,21,20,23,0,18,22,20,23,24,0,0,0,11,21,24,22,18,17,20,0,20,20,21,29,27,16,12,2,0,0,0,0,25,19
0,19,0,23,23,31,1,0,0,16,19,24,24,1,0,0,0,0,0,11,20,15,20,15,17,0,22,17,22,15,7,0,0,0,0,0,0,14,27,13,20,17,17,29,22,18,22,17,25,18,22,0,27,7,25,5,24,0,0,0,0,0,0,0,1,0,16,15,0,0,22,0,29,21,23,22,23,20,20,26,23,19,13,6,28,0,11,18,21,17,1,0,18,19,14,11,14,26,0,0,0,21,0,17,16,0,0,0,0,0,0,0,24,0,19,20,20,20,0,0,0,1,3,0,0,24,4,0,2,18,26,1,0,19,20,24,14,14,20,16,2,0,0,19
0,16,0,10,20,0,0,14,0,22,0,0,25,11,0,0,0,0,17,16,0,0,0,19,20,23,19,15,24,24,13,29,21,8,0,0,15,22,32,17,22,24,14,18,19,0,0,0,0,24,22,0,24,3,29,23,20,3,20,20,18,22,23,19,12,26,23,22,19,19,17,11,22,15,1,21,7,0,17,0,0,0,0,0,0,0,21,24,24,19,26,23,0,11,0,0,0,14,20,21,22,16,1,0,19,24,25,19,26,19,0,27,0,0,21,28,20,15,17,20,23,17,9,0,9,28,19,25,13,26,2,21,16,0,0,0,0,18,17,13,24,0,25,19
0,20,15,18,12,18,23,19,19,16,0,0,19,21,20,20,23,23,22,15,17,15,8,0,0,0,0,14,18,16,0,0,18,22,22,15,27,21,20,9,0,19,22,23,0,0,0,17,0,18,21,22,14,10,17,19,0,0,12,20,21,0,0,0,0,19,10,0,20,0,0,20,4,0,0,0,15,22,27,0,0,0,20,17,23,0,0,9,0,0,22,12,1,0,22,15,17,25,17,0,21,0,0,0,0,14,16,27,20,0,0,0,0,13,21,25,0,18,0,0,0,0,0,0,14,24,18,19,23,20,19,20,14,17,18,30,16,0,0,0,0,0,0,0
0,23,25,20,23,0,0,0,16,0,0,0,0,28,24,0,0,0,0,0,0,1,11,22,20,33,15,22,20,21,18,4,0,0,0,0,0,11,9,0,17,4,0,0,0,0,0,0,0,0,0,19,0,0,14,0,0,15,16,0,0,0,0,0,0,0,21,26,20,25,23,20,26,0,0,0,0,17,0,0,0,13,11,26,0,16,13,19,21,0,0,15,0,0,0,1,0,0,21,23,15,0,0,0,27,26,23,0,0,0,0,8,0,0,18,1,0,0,26,23,19,14,18,3,1,0,22,22,25,18,30,0,0,0,0,0,0,0,0,3,0,0,0,0
0,21,20,26,25,20,17,12,0,0,0,5,0,24,16,16,18,23,0,28,0,0,0,0,18,0,0,0,20,21,29,0,0,24,16,0,9,0,0,0,0,4,17,0,0,0,0,0,26,4,0,0,0,17,11,0,0,0,19,0,29,18,19,18,0,0,0,0,0,0,0,0,0,22,0,4,0,19,25,17,14,0,0,0,0,0,0,0,0,13,23,6,7,17,23,16,19,0,0,1,24,0,16,0,7,0,0,20,14,19,26,19,27,25,0,18,0,19,15,21,20,23,18,23,0,0,0,27,22,23,13,24,10,15,18,0,0,0,0,0,0,1,19,23
0,16,17,0,0,0,0,20,19,19,21,23,0,0,16,15,0,19,0,20,15,20,17,20,1,5,17,17,11,10,1,18,23,24,0,6,24,23,17,0,0,0,22,18,0,7,0,0,15,17,0,20,19,13,17,0,17,15,18,15,23,19,18,23,3,0,2,0,0,0,9,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,17,10,14,14,26,26,0,0,3,0,0,11,8,0,0,17,0,19,0,0,23,0,22,22,4,0,0,22,14,21,5,15,17,0,0,0,21,17,28,19,20,25,29,20,11,18
0,22,17,18,24,28,1,0,24,10,10,0,0,0,21,0,0,0,13,0,16,18,13,14,16,25,19,0,0,0,8,23,0,0,0,0,13,0,0,0,0,0,0,0,15,5,18,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,21,0,0,23,6,0,0,0,20,19,0,0,0,0,22,19,0,15,0,0,0,20,1,0,0,0,0,0,0,0,0,14,25,17,21,21,27,22,1,0,0,14,1,28,0,9,1,0,0,24,22,1,3,0,0,0,1,0,0,22,19,19,10,26,30,0,0,24,19,17,17,22,20,16,19,20,1,15,9,20,13
0,13,19,15,19,18,17,18,8,18,0,18,9,20,13,18,0,0,17,20,0,19,34,0,0,0,0,0,0,11,0,22,17,17,17,1,18,0,0,0,0,0,0,20,21,0,0,0,21,15,13,18,0,0,0,0,0,16,26,22,18,21,24,13,17,20,19,18,18,1,0,15,1,0,0,23,20,0,0,0,24,0,0,0,15,20,20,1,6,0,0,16,14,16,20,26,18,22,19,25,18,11,24,12,0,0,0,0,0,23,14,2,0,0,0,3,11,12,0,0,0,0,0,14,0,19,10,21,20,0,0,0,0,0,0,21,14,15,28,12,25,0,22,18
0,26,0,0,6,31,20,22,16,23,25,19,35,6,25,0,0,0,0,0,14,20,25,22,4,0,0,0,0,0,0,21,15,1,0,3,0,0,20,23,18,19,3,7,10,0,0,0,0,0,0,0,24,0,0,7,23,25,0,0,0,18,17,8,0,0,0,0,26,12,19,18,23,16,21,31,19,17,13,18,0,0,19,15,23,15,20,25,11,10,26,17,27,0,0,0,0,0,1,20,0,15,0,2,0,2,0,16,0,0,0,0,0,0,18,0,0,0,0,17,19,0,19,16,15,0,29,16,14,0,7,1,0,14,22,17,0,15,19,0,0,0,21,0
0,19,16,1,0,0,27,17,28,11,22,13,12,13,23,17,22,20,0,15,20,24,14,17,16,17,1,0,16,0,0,15,25,0,0,0,14,0,16,0,22,28,21,24,0,26,0,0,0,6,0,0,0,0,19,1,0,0,0,21,1,14,0,0,17,21,0,0,0,21,13,21,21,1,0,0,0,14,20,0,0,0,19,3,19,13,20,19,17,14,11,0,0,0,15,29,19,20,0,18,20,29,0,0,0,0,0,0,0,0,0,16,0,0,0,0,19,18,22,16,21,3,0,14,3,20,1,0,0,0,0,0,24,15,12,18,24,26,13,2,0,0,26,0
0,21,19,0,30,18,0,9,20,18,23,19,20,0,0,0,0,0,0,0,3,22,21,19,20,19,20,10,19,23,27,0,10,23,29,19,17,14,11,8,25,20,2,6,0,0,18,22,0,6,20,15,1,0,9,0,0,4,0,0,23,20,0,0,14,15,22,18,20,0,0,0,21,0,10,0,0,0,0,0,1,18,10,18,0,22,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,20,17,15,21,0,0,0,0,0,13,18,12,24,0,0,0,0,21,25,19,0,0,26,0,0,0,24,17,3,0,26,19,13,18,23,29,22,26,4,0,0
0,9,15,17,22,25,16,5,4,22,21,6,0,0,7,0,0,0,0,0,20,29,27,24,13,24,21,21,18,0,0,0,0,27,1,0,0,0,0,0,0,17,13,15,18,23,8,0,0,3,0,0,0,0,22,0,0,18,20,21,15,13,21,0,0,18,21,19,5,0,0,0,0,0,0,17,0,0,0,14,0,0,0,0,0,20,23,24,17,16,22,22,20,19,0,0,0,0,3,0,0,5,17,23,16,12,0,0,0,0,20,17,15,24,18,19,19,32,16,12,0,0,0,0,0,0,0,0,0,0,11,24,25,24,9,0,0,15,15,22,27,0,0,0
0,22,20,0,19,21,24,17,16,24,18,10,23,27,1,0,0,0,0,0,0,0,22,13,16,21,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,24,30,13,0,0,0,0,26,21,6,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,11,20,16,17,17,23,1,0,0,0,17,2,13,0,14,20,17,2,13,15,16,19,23,23,0,21,2,20,0,11,15,0,9,0,0,0,0,12,13,23,3,0,0,19,0,0,18,15,23,16,15,19,0,0,0,1,0,7,16,0,23,18,17,16,0,3,0,11,21,26,16,28,0
0,17,30,17,17,15,17,0,0,0,0,0,0,0,20,15,32,26,15,14,26,18,0,18,14,0,0,0,0,0,0,15,17,23,14,1,0,0,0,0,0,0,16,9,0,12,27,21,5,0,0,14,1,0,0,0,0,2,8,0,0,1,21,20,0,0,11,9,0,0,14,0,26,21,12,19,17,22,0,19,20,23,15,25,20,16,6,24,16,17,0,12,0,23,16,0,0,18,23,20,25,0,0,0,0,0,0,0,17,21,17,5,0,0,22,19,13,22,12,10,20,19,18,27,22,15,25,0,15,19,24,27,22,0,0,0,0,0,16,26,31,23,11,21
0,0,0,0,0,0,22,2,1,25,12,0,22,22,14,0,9,0,4,0,0,0,16,15,0,0,17,9,0,0,0,0,0,19,20,20,0,0,28,0,18,22,24,30,18,18,9,0,0,3,23,18,23,30,23,22,12,0,20,0,15,29,18,22,22,21,16,0,24,13,2,16,1,0,6,17,18,18,0,9,0,24,22,14,0,0,19,21,1,15,13,15,20,20,17,0,0,0,18,23,17,23,14,26,0,6,0,0,0,0,21,10,17,18,6,0,22,17,21,21,23,2,16,24,0,0,0,0,1,24,5,27,18,28,21,0,0,0,12,22,18,0,6,0
0,0,23,22,13,25,7,0,19,15,0,0,0,0,2,15,0,0,0,25,1,0,0,0,5,13,0,19,25,0,0,9,15,10,23,0,23,17,0,0,17,0,23,14,19,19,20,4,0,0,0,26,21,19,23,31,20,20,0,0,20,19,15,0,3,20,0,15,0,0,4,0,0,0,0,0,28,2,0,27,19,16,3,0,0,0,0,0,0,0,0,21,20,22,22,5,15,15,26,1,17,0,0,17,32,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,14,23,16,2,13,22,26,0,17,24,0,21,19,0,28,23,19,12,0,16
0,1,0,17,20,16,24,8,0,0,0,16,24,18,31,20,16,30,19,19,18,19,27,22,19,11,15,26,17,21,21,25,27,0,0,12,10,17,0,0,0,4,19,19,16,0,11,24,23,19,23,23,17,0,19,20,22,21,22,0,0,0,0,0,5,0,0,0,18,15,0,19,19,19,18,20,0,0,20,17,0,0,23,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,17,23,26,23,19,29,18,0,0,27,23,16,26,0,5,0,0,0,0,0,20,15,3,24,16,0,9,26,15,0,25,22,25,20,21,24,0,0,18,1,0,0,22,17,21,0
0,0,13,28,12,24,18,28,23,1,23,23,25,24,0,0,0,18,9,18,0,21,12,16,8,9,13,0,0,0,0,1,0,0,2,19,12,0,12,16,28,0,0,0,0,23,0,19,0,10,19,19,19,17,23,30,0,0,0,0,21,19,15,23,20,18,2,0,0,0,17,19,16,25,0,3,0,0,24,0,0,7,7,0,0,26,20,27,25,16,21,0,13,22,22,14,15,24,0,0,0,18,0,0,0,0,0,10,21,0,0,22,19,0,0,23,22,0,24,7,0,0,0,0,17,23,30,14,18,19,7,19,1,0,0,0,0,0,0,5,23,0,12,15
