hidden_size,num_layers,dropout_rate,learning_rate,batch_size,train_acc,val_acc,test_acc,time
128,3,0.1,0.001,128,0.63203125,0.63125,0.65125,35.48534274101257
128,3,0.1,0.0001,32,0.723046875,0.71875,0.71375,83.11109066009521
128,3,0.1,0.0001,64,0.766015625,0.790625,0.785,77.53910422325134
128,3,0.1,0.0001,128,0.598828125,0.590625,0.5725,43.363271951675415
128,3,0.1,0.0005,32,0.885546875,0.921875,0.94125,76.91822862625122
128,3,0.1,0.0005,64,0.896875,0.925,0.93125,81.44125771522522
128,3,0.1,0.0005,128,0.61796875,0.6109375,0.6475,25.709869146347046
128,3,0.2,0.01,32,0.4984375,0.5,0.5,16.15629482269287
128,3,0.2,0.01,64,0.481640625,0.5,0.5,17.32815456390381
128,3,0.2,0.01,128,0.5,0.5,0.5,16.030166149139404
128,3,0.2,0.001,32,0.824609375,0.8484375,0.8375,76.44359374046326
128,3,0.2,0.001,64,0.701171875,0.6984375,0.6975,69.79535269737244
128,3,0.2,0.001,128,0.8078125,0.846875,0.835,72.39052438735962
128,3,0.2,0.0001,32,0.74765625,0.728125,0.73,76.39172649383545
128,3,0.2,0.0001,64,0.794921875,0.8046875,0.80875,76.7571280002594
128,3,0.2,0.0001,128,0.671484375,0.7078125,0.675,72.94624733924866
128,3,0.2,0.0005,32,0.934375,0.9140625,0.91875,76.64670014381409
128,3,0.2,0.0005,64,0.505078125,0.5,0.5,25.55878496170044
128,3,0.2,0.0005,128,0.7640625,0.7546875,0.72875,73.37119364738464
128,3,0.3,0.01,32,0.5015625,0.5,0.5,16.680790662765503
128,3,0.3,0.01,64,0.494921875,0.5,0.5,20.155946254730225
128,3,0.3,0.01,128,0.496484375,0.5,0.5,30.31204915046692
128,3,0.3,0.001,32,0.63203125,0.634375,0.66875,31.59360122680664
128,3,0.3,0.001,64,0.79296875,0.89375,0.9025,78.01837277412415
128,3,0.3,0.001,128,0.56796875,0.6,0.635,19.929978370666504
128,3,0.3,0.0001,32,0.81953125,0.8640625,0.84875,76.68441319465637
128,3,0.3,0.0001,64,0.516796875,0.528125,0.53375,51.53638434410095
128,3,0.3,0.0001,128,0.575,0.565625,0.5825,73.30751872062683
128,3,0.3,0.0005,32,0.9265625,0.9078125,0.9175,79.28225946426392
128,3,0.3,0.0005,64,0.88203125,0.8671875,0.8925,79.32458758354187
128,3,0.3,0.0005,128,0.910546875,0.9125,0.92125,73.28800964355469
128,4,0.01,0.01,32,0.496875,0.5,0.5,23.276091814041138
128,4,0.01,0.01,64,0.50703125,0.5125,0.515,23.21890640258789
128,4,0.01,0.01,128,0.5,0.5,0.5,21.576975345611572
128,4,0.01,0.001,32,0.541796875,0.5171875,0.52375,37.07209372520447
128,4,0.01,0.001,64,0.794921875,0.7625,0.785,107.36407947540283
128,4,0.01,0.001,128,0.605859375,0.590625,0.5775,41.368449211120605
128,4,0.01,0.0001,32,0.712890625,0.653125,0.6375,107.20952534675598
128,4,0.01,0.0001,64,0.81640625,0.7875,0.7875,104.55207681655884
128,4,0.01,0.0001,128,0.80546875,0.790625,0.79125,98.08351159095764
128,4,0.01,0.0005,32,0.902734375,0.8796875,0.86,106.8347601890564
128,4,0.01,0.0005,64,0.644140625,0.6421875,0.645,32.235849142074585
128,4,0.01,0.0005,128,0.8859375,0.890625,0.89,99.98272156715393
128,4,0.05,0.01,32,0.5015625,0.5,0.5,24.606109619140625
128,4,0.05,0.01,64,0.48515625,0.5,0.5,30.521495819091797
128,4,0.05,0.01,128,0.49921875,0.5,0.5,22.35547709465027
128,4,0.05,0.001,32,0.875,0.8453125,0.85,108.70273542404175
128,4,0.05,0.001,64,0.47890625,0.5,0.5,24.899852514266968
128,4,0.05,0.001,128,0.576953125,0.5796875,0.575,31.46295475959778
128,4,0.05,0.0001,32,0.786328125,0.803125,0.8025,109.35025382041931
128,4,0.05,0.0001,64,0.628125,0.6140625,0.5875,67.40015172958374
128,4,0.05,0.0001,128,0.669921875,0.66875,0.64875,99.63385057449341
128,4,0.05,0.0005,32,0.49609375,0.5,0.5,25.823928833007812
128,4,0.05,0.0005,64,0.75546875,0.7421875,0.78,106.0841977596283
128,4,0.05,0.0005,128,0.7453125,0.728125,0.74875,98.3014726638794
128,4,0.1,0.01,32,0.502734375,0.5,0.5,21.509933710098267
128,4,0.1,0.01,64,0.487109375,0.5,0.5,22.5817551612854
128,4,0.1,0.01,128,0.487109375,0.5,0.5,22.419031858444214
128,4,0.1,0.001,32,0.515234375,0.5,0.5,26.200459003448486
128,4,0.1,0.001,64,0.784765625,0.7859375,0.7925,105.64615273475647
128,4,0.1,0.001,128,0.665625,0.6375,0.64875,47.52395701408386
128,4,0.1,0.0001,32,0.789453125,0.81875,0.8075,105.34545469284058
128,4,0.1,0.0001,64,0.7703125,0.803125,0.78625,106.37313055992126
128,4,0.1,0.0001,128,0.74921875,0.7453125,0.745,99.84990239143372
128,4,0.1,0.0005,32,0.839453125,0.8703125,0.8625,111.60549879074097
128,4,0.1,0.0005,64,0.4890625,0.5,0.5,27.59994649887085
128,4,0.1,0.0005,128,0.816015625,0.821875,0.84125,81.93199038505554
128,4,0.2,0.01,32,0.48046875,0.5,0.5,23.014675855636597
128,4,0.2,0.01,64,0.48515625,0.5,0.5,30.575486421585083
128,4,0.2,0.01,128,0.49609375,0.5,0.5,45.20705723762512
128,4,0.2,0.001,32,0.49921875,0.5,0.5,23.68576407432556
128,4,0.2,0.001,64,0.49921875,0.5015625,0.505,33.09215593338013
128,4,0.2,0.001,128,0.855859375,0.8546875,0.82875,101.4181342124939
128,4,0.2,0.0001,32,0.695703125,0.678125,0.66625,63.54584074020386
128,4,0.2,0.0001,64,0.82109375,0.84375,0.8325,106.94263243675232
128,4,0.2,0.0001,128,0.600390625,0.60625,0.62375,97.78201293945312
128,4,0.2,0.0005,32,0.859765625,0.859375,0.86125,105.5027904510498
128,4,0.2,0.0005,64,0.83203125,0.8671875,0.8325,110.5491726398468
128,4,0.2,0.0005,128,0.8125,0.80625,0.81375,98.81608581542969
128,4,0.3,0.01,32,0.500390625,0.5,0.5,21.784812927246094
128,4,0.3,0.01,64,0.49296875,0.5,0.5,23.757376670837402
128,4,0.3,0.01,128,0.485546875,0.5,0.5,22.303778409957886
128,4,0.3,0.001,32,0.8921875,0.925,0.91375,105.74697184562683
128,4,0.3,0.001,64,0.597265625,0.5953125,0.58125,42.269068002700806
128,4,0.3,0.001,128,0.86015625,0.853125,0.8775,99.4798731803894
128,4,0.3,0.0001,32,0.819921875,0.8078125,0.83125,110.52457451820374
128,4,0.3,0.0001,64,0.6453125,0.6265625,0.645,103.01041007041931
128,4,0.3,0.0001,128,0.5859375,0.546875,0.55875,43.79041409492493
128,4,0.3,0.0005,32,0.8609375,0.878125,0.8625,109.45668983459473
128,4,0.3,0.0005,64,0.903125,0.896875,0.89,107.29093408584595
128,4,0.3,0.0005,128,0.866015625,0.86875,0.8775,102.7108986377716
256,2,0.01,0.01,32,0.490234375,0.5,0.5,32.546024322509766
256,2,0.01,0.01,64,0.5,0.5,0.5,30.25396966934204
256,2,0.01,0.01,128,0.5,0.5,0.5,28.688977003097534
256,2,0.01,0.001,32,0.69453125,0.6890625,0.72125,148.37190914154053
256,2,0.01,0.001,64,0.567578125,0.5484375,0.55875,42.67023682594299
256,2,0.01,0.001,128,0.818359375,0.7984375,0.81,129.2761480808258
256,2,0.01,0.0001,32,0.835546875,0.8328125,0.83375,137.3172059059143
256,2,0.01,0.0001,64,0.85703125,0.834375,0.83625,138.57621383666992
256,2,0.01,0.0001,128,0.7140625,0.709375,0.69125,123.08564400672913
256,2,0.01,0.0005,32,0.78046875,0.7453125,0.76,130.66299104690552
256,2,0.01,0.0005,64,0.899609375,0.85625,0.8575,138.0031213760376
256,2,0.01,0.0005,128,0.9140625,0.925,0.905,125.53813171386719
256,2,0.05,0.01,32,0.50078125,0.5,0.5,26.68497085571289
256,2,0.05,0.01,64,0.499609375,0.5,0.5,29.43542456626892
256,2,0.05,0.01,128,0.49140625,0.5,0.5,28.6003577709198
256,2,0.05,0.001,32,0.557421875,0.5578125,0.555,41.54226779937744
256,2,0.05,0.001,64,0.842578125,0.8140625,0.8275,136.69641733169556
256,2,0.05,0.001,128,0.888671875,0.8703125,0.88875,127.42499589920044
256,2,0.05,0.0001,32,0.87734375,0.8828125,0.88375,133.1631395816803
256,2,0.05,0.0001,64,0.837890625,0.8515625,0.82875,138.38252520561218
256,2,0.05,0.0001,128,0.70390625,0.6765625,0.66,127.06325459480286
256,2,0.05,0.0005,32,0.61015625,0.5796875,0.585,73.52926874160767
256,2,0.05,0.0005,64,0.847265625,0.8609375,0.85375,136.5876076221466
256,2,0.05,0.0005,128,0.905078125,0.9234375,0.9025,132.72499251365662
256,2,0.1,0.01,32,0.498828125,0.5,0.5,28.04335880279541
256,2,0.1,0.01,64,0.49296875,0.490625,0.54875,33.554726123809814
256,2,0.1,0.01,128,0.4796875,0.5,0.5,28.075384855270386
256,2,0.1,0.001,32,0.568359375,0.5484375,0.56375,61.09989070892334
256,2,0.1,0.001,64,0.89296875,0.8859375,0.8975,138.20844626426697
256,2,0.1,0.001,128,0.838671875,0.859375,0.86,131.08252692222595
256,2,0.1,0.0001,32,0.791015625,0.7859375,0.78875,162.98094940185547
256,2,0.1,0.0001,64,0.7796875,0.8140625,0.805,109.8867769241333
256,2,0.1,0.0001,128,0.66796875,0.6703125,0.6775,127.56112742424011
256,2,0.1,0.0005,32,0.90703125,0.921875,0.92625,160.99747514724731
256,2,0.1,0.0005,64,0.5359375,0.5265625,0.535,43.06757402420044
256,2,0.1,0.0005,128,0.852734375,0.878125,0.85875,130.0757658481598
256,2,0.2,0.01,32,0.491015625,0.5,0.5,33.4214391708374
256,2,0.2,0.01,64,0.48515625,0.5,0.5,32.63476896286011
256,2,0.2,0.01,128,0.513671875,0.5,0.48875,39.231001138687134
256,2,0.2,0.001,32,0.496484375,0.5,0.5,48.17515158653259
256,2,0.2,0.001,64,0.859375,0.9125,0.915,151.97549295425415
256,2,0.2,0.001,128,0.803125,0.784375,0.79125,128.43922519683838
256,2,0.2,0.0001,32,0.77421875,0.7890625,0.81625,159.43636965751648
256,2,0.2,0.0001,64,0.708203125,0.7453125,0.73875,153.4787220954895
256,2,0.2,0.0001,128,0.64765625,0.6515625,0.65875,133.41989850997925
256,2,0.2,0.0005,32,0.78515625,0.796875,0.8125,122.30248093605042
256,2,0.2,0.0005,64,0.8046875,0.8921875,0.8625,155.8595368862152
256,2,0.2,0.0005,128,0.883984375,0.8859375,0.89625,129.9032015800476
256,2,0.3,0.01,32,0.50234375,0.5,0.5,30.43326187133789
256,2,0.3,0.01,64,0.50078125,0.5078125,0.51375,42.99455165863037
256,2,0.3,0.01,128,0.500390625,0.5,0.5,44.62277007102966
256,2,0.3,0.001,32,0.8765625,0.9015625,0.91875,167.60600399971008
256,2,0.3,0.001,64,0.827734375,0.8609375,0.84,152.20389127731323
256,2,0.3,0.001,128,0.58125,0.5625,0.56,36.08802151679993
256,2,0.3,0.0001,32,0.7640625,0.8171875,0.8125,160.4085729122162
256,2,0.3,0.0001,64,0.833984375,0.8359375,0.86875,152.32429575920105
256,2,0.3,0.0001,128,0.661328125,0.6703125,0.68625,134.05631232261658
256,2,0.3,0.0005,32,0.930078125,0.95,0.95,172.15626788139343
256,2,0.3,0.0005,64,0.853515625,0.8875,0.8625,154.26233506202698
256,2,0.3,0.0005,128,0.9046875,0.9015625,0.90625,132.93643140792847
256,3,0.01,0.01,32,0.499609375,0.5,0.5,63.34359812736511
256,3,0.01,0.01,64,0.5,0.5,0.5,53.51642942428589
256,3,0.01,0.01,128,0.480859375,0.5,0.5,48.42380118370056
256,3,0.01,0.001,32,0.51171875,0.4828125,0.50125,64.84291124343872
256,3,0.01,0.001,64,0.498828125,0.5,0.5,58.35260844230652
256,3,0.01,0.001,128,0.637109375,0.6,0.615,81.51907682418823
256,3,0.01,0.0001,32,0.840625,0.8125,0.815,288.1667413711548
256,3,0.01,0.0001,64,0.690625,0.659375,0.66875,245.59973216056824
256,3,0.01,0.0001,128,0.652734375,0.6265625,0.63,185.45271492004395
256,3,0.01,0.0005,32,0.576953125,0.5609375,0.57,133.1701078414917
256,3,0.01,0.0005,64,0.83046875,0.8140625,0.80625,249.131267786026
256,3,0.01,0.0005,128,0.7671875,0.7484375,0.7475,208.21207070350647
256,3,0.05,0.01,32,0.51640625,0.525,0.5175,59.694992780685425
256,3,0.05,0.01,64,0.487109375,0.5,0.5,51.26678800582886
256,3,0.05,0.01,128,0.501953125,0.5,0.5,56.804211139678955
256,3,0.05,0.001,32,0.48828125,0.5,0.5,63.3925518989563
256,3,0.05,0.001,64,0.498828125,0.5,0.5,52.670233726501465
256,3,0.05,0.001,128,0.766015625,0.7953125,0.76875,179.36409950256348
256,3,0.05,0.0001,32,0.728515625,0.6859375,0.70125,269.4505581855774
256,3,0.05,0.0001,64,0.72890625,0.7203125,0.71625,182.31487846374512
256,3,0.05,0.0001,128,0.825,0.8140625,0.825,214.2634744644165
256,3,0.05,0.0005,32,0.50625,0.5,0.5,88.71335196495056
256,3,0.05,0.0005,64,0.64296875,0.646875,0.685,97.92406678199768
256,3,0.05,0.0005,128,0.79453125,0.775,0.79625,210.70102429389954
256,3,0.1,0.01,32,0.48203125,0.5,0.5,59.161569356918335
256,3,0.1,0.01,64,0.48828125,0.5,0.5,51.38089370727539
256,3,0.1,0.01,128,0.49296875,0.5,0.5,50.88753533363342
256,3,0.1,0.001,32,0.511328125,0.5171875,0.53,132.06958198547363
256,3,0.1,0.001,64,0.762109375,0.8015625,0.795,247.33700919151306
256,3,0.1,0.001,128,0.69375,0.6796875,0.68,208.75595998764038
256,3,0.1,0.0001,32,0.812109375,0.81875,0.83875,284.82312083244324
256,3,0.1,0.0001,64,0.79375,0.83125,0.83,252.33275270462036
256,3,0.1,0.0001,128,0.57109375,0.5671875,0.555,78.0843415260315
256,3,0.1,0.0005,32,0.72578125,0.721875,0.7225,294.11508345603943
256,3,0.1,0.0005,64,0.81171875,0.8421875,0.84375,242.27599120140076
256,3,0.1,0.0005,128,0.57734375,0.584375,0.57375,87.64003992080688
256,3,0.2,0.01,32,0.49921875,0.5,0.5,55.8915274143219
256,3,0.2,0.01,64,0.49609375,0.5,0.5,51.97863054275513
256,3,0.2,0.01,128,0.512109375,0.5375,0.5,52.16424036026001
256,3,0.2,0.001,32,0.569140625,0.5703125,0.575,240.05221033096313
256,3,0.2,0.001,64,0.64765625,0.6734375,0.65375,138.21571683883667
256,3,0.2,0.001,128,0.69140625,0.6953125,0.6875,210.81424593925476
256,3,0.2,0.0001,32,0.71640625,0.746875,0.75375,274.18117475509644
256,3,0.2,0.0001,64,0.71640625,0.75,0.74625,242.59677839279175
256,3,0.2,0.0001,128,0.68984375,0.696875,0.69125,204.05978989601135
256,3,0.2,0.0005,32,0.84609375,0.89375,0.8825,300.055536031723
256,3,0.2,0.0005,64,0.50390625,0.5,0.5,90.03324055671692
256,3,0.2,0.0005,128,0.762890625,0.8140625,0.82375,208.17202830314636
256,3,0.3,0.01,32,0.488671875,0.5,0.5,64.1401755809784
256,3,0.3,0.01,64,0.496875,0.5,0.5,51.23471117019653
256,3,0.3,0.01,128,0.49609375,0.5,0.5,48.27087879180908
256,3,0.3,0.001,32,0.962109375,0.95,0.945,274.88804054260254
256,3,0.3,0.001,64,0.57265625,0.5671875,0.56,74.3961410522461
256,3,0.3,0.001,128,0.877734375,0.896875,0.90625,204.231529712677
256,3,0.3,0.0001,32,0.705859375,0.740625,0.75375,299.74805450439453
256,3,0.3,0.0001,64,0.783984375,0.7953125,0.78375,244.1941680908203
256,3,0.3,0.0001,128,0.644921875,0.653125,0.615,146.5317440032959
256,3,0.3,0.0005,32,0.77265625,0.759375,0.7775,282.0550274848938
256,3,0.3,0.0005,64,0.787890625,0.7640625,0.79375,239.3505470752716
256,3,0.3,0.0005,128,0.725390625,0.74375,0.7475,205.98126459121704
256,4,0.01,0.01,32,0.49375,0.5,0.5,78.35603761672974
256,4,0.01,0.01,64,0.4921875,0.5,0.5,68.66606569290161
256,4,0.01,0.01,128,0.487109375,0.5,0.5,64.38967037200928
256,4,0.01,0.001,32,0.49921875,0.5,0.5,89.02265334129333
256,4,0.01,0.001,64,0.497265625,0.5,0.5,79.42252588272095
256,4,0.01,0.001,128,0.5015625,0.5,0.5,73.3641095161438
256,4,0.01,0.0001,32,0.8953125,0.865625,0.8575,362.9079313278198
256,4,0.01,0.0001,64,0.751953125,0.7125,0.7175,323.30771255493164
256,4,0.01,0.0001,128,0.81796875,0.8,0.82625,281.62197065353394
256,4,0.01,0.0005,32,0.517578125,0.5015625,0.5175,90.75486969947815
256,4,0.01,0.0005,64,0.836328125,0.8296875,0.82625,326.98852348327637
256,4,0.01,0.0005,128,0.79296875,0.765625,0.77375,278.74804425239563
256,4,0.05,0.01,32,0.478515625,0.5,0.5,78.32758116722107
256,4,0.05,0.01,64,0.4796875,0.5,0.5,70.01199197769165
256,4,0.05,0.01,128,0.4875,0.5,0.5,63.95943641662598
256,4,0.05,0.001,32,0.48671875,0.5,0.5,78.62743878364563
256,4,0.05,0.001,64,0.483203125,0.5,0.5,77.91661810874939
256,4,0.05,0.001,128,0.499609375,0.5,0.5,84.024747133255
256,4,0.05,0.0001,32,0.8390625,0.8359375,0.85875,365.78583097457886
256,4,0.05,0.0001,64,0.696875,0.684375,0.6825,276.97790694236755
256,4,0.05,0.0001,128,0.631640625,0.6,0.605,239.80595445632935
256,4,0.05,0.0005,32,0.503515625,0.503125,0.5025,90.13167142868042
256,4,0.05,0.0005,64,0.55234375,0.575,0.585,114.2620038986206
256,4,0.05,0.0005,128,0.850390625,0.8515625,0.8775,276.5608923435211
256,4,0.1,0.01,32,0.49609375,0.5,0.5,78.71574926376343
256,4,0.1,0.01,64,0.506640625,0.5,0.5,62.34830379486084
256,4,0.1,0.01,128,0.48125,0.5,0.5,61.94806623458862
256,4,0.1,0.001,32,0.5578125,0.5484375,0.5525,318.93700981140137
256,4,0.1,0.001,64,0.503515625,0.5046875,0.5075,81.60719680786133
256,4,0.1,0.001,128,0.7625,0.7578125,0.77,283.53905296325684
256,4,0.1,0.0001,32,0.860546875,0.878125,0.88375,498.082839012146
256,4,0.1,0.0001,64,0.72578125,0.7046875,0.7025,352.16243743896484
256,4,0.1,0.0001,128,0.616796875,0.578125,0.595,128.26776790618896
256,4,0.1,0.0005,32,0.59296875,0.5984375,0.585,149.35813856124878
256,4,0.1,0.0005,64,0.541796875,0.5328125,0.52875,85.71477007865906
256,4,0.1,0.0005,128,0.808984375,0.8140625,0.82625,279.231808423996
256,4,0.2,0.01,32,0.49609375,0.5,0.5,115.96025514602661
256,4,0.2,0.01,64,0.498828125,0.5,0.5,74.76907134056091
256,4,0.2,0.01,128,0.509375,0.5,0.5,63.020310401916504
256,4,0.2,0.001,32,0.49921875,0.5,0.5,122.98731279373169
256,4,0.2,0.001,64,0.675390625,0.66875,0.68375,326.327849149704
256,4,0.2,0.001,128,0.54609375,0.5375,0.53625,86.65076279640198
256,4,0.2,0.0001,32,0.821484375,0.890625,0.8825,498.84403705596924
256,4,0.2,0.0001,64,0.877734375,0.8578125,0.8925,354.1258542537689
256,4,0.2,0.0001,128,0.708203125,0.7,0.71125,280.36183619499207
256,4,0.2,0.0005,32,0.496875,0.5,0.5,120.0649209022522
256,4,0.2,0.0005,64,0.916796875,0.9265625,0.9175,338.10112857818604
256,4,0.2,0.0005,128,0.821484375,0.8078125,0.81375,277.1779432296753
256,4,0.3,0.01,32,0.495703125,0.5,0.5,89.97160983085632
256,4,0.3,0.01,64,0.513671875,0.5328125,0.52375,75.84737062454224
256,4,0.3,0.01,128,0.484765625,0.5,0.5,70.20010471343994
256,4,0.3,0.001,32,0.530859375,0.5078125,0.54375,125.9324004650116
256,4,0.3,0.001,64,0.565625,0.5765625,0.56,85.49328851699829
256,4,0.3,0.001,128,0.503125,0.5,0.5,80.16877126693726
256,4,0.3,0.0001,32,0.701171875,0.7328125,0.7475,524.9836902618408
256,4,0.3,0.0001,64,0.711328125,0.78125,0.79125,341.1165211200714
256,4,0.3,0.0001,128,0.687890625,0.6890625,0.68875,274.5707747936249
256,4,0.3,0.0005,32,0.536328125,0.5109375,0.52875,207.8632423877716
256,4,0.3,0.0005,64,0.840625,0.84375,0.83625,342.9438273906708
256,4,0.3,0.0005,128,0.54921875,0.5328125,0.56625,78.19063997268677
